complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date_extract,incident_time_extract,objectid,label
20-0092,2020-03-02 05:00:00+00,2400.0,PHYSICAL ABUSE,"According to the complainant, on 2-27-20 at 9:30 PM, they are missing property and were physically abused by unknown officers within the confines of the 24th District.",02/27/2020,9:30 PM,5308,high
20-0093,2020-03-02 05:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-18-19 at 2:30 PM, they are alleging that a corporal assigned to the 39th District, released confidential information and filed a false police report.",04/18/2019,2:30 PM,5309,medium
20-0094,2020-03-02 05:00:00+00,1500.0,CRIMINAL ALLEGATION,"According to the complainant, on 3-2-20, they were treated unprofessionally by a sergeant assigned to Southwest Detective Division.",03/02/2020,,5310,high
20-0095,2020-03-03 05:00:00+00,700.0,DOMESTIC,"According to the complainant, on several occasions, an officer assigned to the 35th District has abused his authority.",,,5311,high
20-0085,2020-02-24 05:00:00+00,7700.0,SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 2-17-20 at 4:40 PM, they did not receive proper service from officers while in the confines of the 25th District.",02/17/2020,4:40 PM,5301,high
20-0096,2020-03-03 05:00:00+00,7700.0,PHYSICAL ABUSE,"According to the complainant, at 8:00 AM on an unlisted date, they were physically abused and their civil rights were violated by a supervisor assigned to the Philadelphia International Airport.",,8:00 AM,5312,high
20-0097,2020-03-04 05:00:00+00,900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-24-20 at 12:30 PM, unknown officers abused their authority, harassed and verbally abused him.",02/24/2020,12:30 PM,5313,medium
20-0098,2020-03-05 05:00:00+00,2200.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-15-20, they are missing property after officers failed to follow departmental policies while in the confines of the 22nd District.",02/15/2020,,5314,medium
20-0099,2020-03-05 05:00:00+00,3500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-20-19 at 6:00 PM, they were falsely arrested by an officer assigned to the 35th District.",09/20/2019,6:00 PM,5315,medium
20-0100,2020-03-16 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5316,medium
20-0100,2020-03-16 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5316,medium
20-0100,2020-03-16 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5316,medium
20-0100,2020-03-16 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5316,medium
20-0100,2020-03-16 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5316,medium
20-0100,2020-03-16 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5316,medium
20-0101,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5317,medium
20-0101,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5317,medium
20-0101,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5317,medium
20-0101,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5317,medium
20-0101,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5317,medium
20-0101,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5317,medium
20-0102,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5318,medium
20-0102,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5318,medium
20-0102,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5318,medium
20-0102,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5318,medium
20-0102,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5318,medium
20-0102,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5318,medium
20-0103,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5319,medium
20-0103,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5319,medium
20-0103,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5319,medium
20-0103,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5319,medium
20-0103,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5319,medium
20-0103,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5319,medium
20-0104,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5320,medium
20-0104,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5320,medium
20-0104,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5320,medium
20-0104,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5320,medium
20-0104,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5320,medium
20-0104,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5320,medium
20-0105,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5321,medium
20-0105,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5321,medium
20-0105,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5321,medium
20-0105,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5321,medium
20-0105,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5321,medium
20-0105,2020-03-16 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-5-19 at 9:55 AM, they were falsely arrested and the officers did not follow proper police procedure along with physically and verbally abusing them within the confines of the 9th District.",12/05/2019,9:55 AM,5321,medium
20-0106,2020-03-05 05:00:00+00,200.0,PHYSICAL ABUSE,"According to the complainant, on 1-12-20, an officer assigned to the 2nd District, did not follow proper police procedures and violated their civil rights.",01/12/2020,,5322,high
20-0107,2020-03-05 05:00:00+00,1800.0,LACK OF SERVICE,"According to the complainant, on 3-5-20 at 12:00 AM, an officer violated departmental policies and did not provide proper service while in the confines of the 18th District.",03/05/2020,12:00 AM,5323,low
20-0108,2020-03-06 05:00:00+00,1200.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-6-19 at 5:27 PM, a detective did not follow proper police procedure within the confines of the 12th District.",10/06/2019,5:27 PM,5324,medium
20-0109,2020-03-09 04:00:00+00,1700.0,PHYSICAL ABUSE,"According to the complainant, on 5-25-19 at 8:30 PM, they were physically abused by officers within the confines of the 17th District.",05/25/2019,8:30 PM,5325,high
20-0110,2020-03-10 04:00:00+00,2500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-24-19 at 6:00 PM, they were improperly arrested by officers assigned to the 25th District.",12/24/2019,6:00 PM,5326,medium
20-0111,2020-03-10 04:00:00+00,1600.0,LACK OF SERVICE,"According to the complainant, on 11-26-19, they did not receive proper service and were treated unprofessionally by an officer assigned to the 16th District.",11/26/2019,,5327,low
20-0112,2020-03-11 04:00:00+00,1900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-11-20 at 4:00 PM, they were verbally abused and improperly ticketed by an officer while in the confines of the 19th District.",02/11/2020,4:00 PM,5328,medium
20-0113,2020-03-12 04:00:00+00,1900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-20-20 at 6:10 PM, an officer and a sergeant violated departmental policies while in the confines of the 19th District.",02/20/2020,6:10 PM,5329,medium
20-0114,2020-03-12 04:00:00+00,900.0,PHYSICAL ABUSE,"According to the complainant, on 3-8-20 at 9:00 PM, they were physically abused by a sergeant while in the confines of the 9th District.",03/08/2020,9:00 PM,5330,high
20-0115,2020-03-10 04:00:00+00,2200.0,LACK OF SERVICE,"According to the complainant, on 11-8-19 at 6:12 PM, they did not receive proper service from an officer while in the confines of the 22nd District.",11/08/2019,6:12 PM,5331,low
20-0591,2020-11-20 05:00:00+00,1700.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-18-20 at 9:55 PM, while in the confines of the 17th District, they were verbally abused and their vehicle was improperly searched by officers. An officer pulled out a firearm and approached the vehicle, opened the door and said, Â¿Shut the f*ck up. You know what you did.Â¿ The officer pulled the complainant out of the vehicle and placed them in handcuffs. The complainant was then placed in the back of the patrol car. The officers searched the vehicle without permission. The complainant asked them for their names and badge numbers, but they refused to comply. When the complainant asked for a supervisor, the officers left the location.",11/18/2020,9:55 PM,5807,medium
20-0592,2020-11-23 05:00:00+00,800.0,DEPARTMENTAL VIOLATIONS,"The complainant states that on 11-19-18, they were falsely accused of pointing a weapon at a municipal worker and then falsely arrested by a detective assigned to the Northeast Detective Division.",11/19/2018,,5808,medium
20-0593,2020-11-24 05:00:00+00,3900.0,LACK OF SERVICE,"According to the complainant, on 11-18-20 at 11:21 AM, while in the confines of the 39th District, they did not receive proper service from officers and a supervisor.
The complainant states they were involved in an auto accident. The other party involved called their boyfriend, who first arrived on location. The complainant called 911; other officers and a supervisor arrived. During that time, the complainant was made aware that the other party was assigned to the Police Academy. The officers and supervisor huddled together and spoke amongst each other. The complainant was only approached by an officer to supply their identification and insurance information. The complainant felt that the officers, and supervisor, were impartial, as they favored the other party. The complainant states that they do not trust what the report will state do to the strong presence of officers who arrived to the scene for the other party involved.",11/18/2020,11:21 AM,5809,low
20-0594,2020-11-23 05:00:00+00,1900.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-19-20 at 6:10 PM, they were involved in an auto accident and police prepared a report for them. The complainant states that after reviewing the report, they noticed an incorrect statement on it. When the complainant called the district and spoke to the officer who prepared the report, the officer was rude towards her and later told her that he was busy, then hung up.",11/19/2020,6:10 PM,5810,medium
20-0595,2020-11-23 05:00:00+00,800.0,CIVIL RIGHTS COMPLAINT,"On 11-19-20 at 8:00 PM, the complainant was sitting in a parked vehicle, when approached by an officer. The complainant was informed by the officer that they had been chasing the vehicle for about six to seven blocks. When the complainant told the officer they had the wrong person, the officer felt the hood of the complainantÂ¿s vehicle and said that it felt hot. The officer said that the complainant was lying. The complainant told the officer to check the buildingÂ¿s surveillance video as proof. The officer refused and then falsely live stopped the complainantÂ¿s vehicle for having a suspended license. The complainant states the officer violated their civil rights because of their skin color.",11/19/2020,8:00 PM,5811,low
20-0596,2020-11-24 05:00:00+00,500.0,UNPROFESSIONAL CONDUCT,"On 11-22-20 at 7:30 PM, the complainant called 911 in reference to illegal dumping. The complainant states that they had to yell at the responding police cars, 514 and 516, to stop. The complainant showed the officers where the trash was and then attempted to show which house it came from. The complainant states that during their conversation, the officer began to get a nasty attitude. The complainant states that the officer decided to just leave without taking the report.",11/22/2020,7:30 PM,5812,medium
20-0597,2020-11-25 05:00:00+00,2500.0,UNPROFESSIONAL CONDUCT,"On 11-20-20 at 2:55 PM, the complainantÂ¿s vehicle was struck by another vehicle after it went through a red light. The complainant tried to convey to the responding officer of the seriousness of the situation but the officer refused to listen to their concerns about the other driver. The officer told them to come to an agreement. The complainant through their own investigation found that the other driver gave false information. The complainant then called the district and spoke to a sergeant, who was extremely rude and dismissed everything that was said in regards to the accident.",11/20/2020,2:55 PM,5813,medium
20-0598,2020-11-25 05:00:00+00,800.0,LACK OF SERVICE,"On 8-24-20, the complainantÂ¿s business had been burglarized. The complainant has called 911 repeatedly but states that the officers do nothing and have encouraged the theft from the business. The complainant also states that the officers have laughed at the theft of a registered gun and did not take any measures to search for the gun.",08/24/2020,,5814,high
20-0599,2020-11-27 05:00:00+00,2500.0,PHYSICAL ABUSE,"On 8-1-19 at 6:10 PM, the complainant was physically abused during an arrest by an officer. The complainant alleged the officer placed his hands and feet on the complainantÂ¿s neck and the small of the back, causing the complainantÂ¿s chin to smash into the concrete.",08/01/2019,6:10 PM,5815,high
19-0007,2019-01-11 05:00:00+00,2500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-17-18 at 12:35 pm, their property was not returned to them after interaction with officers assigned to the 25th District.",12/17/2018,12:35 PM,4541,medium
20-0600,2020-11-27 05:00:00+00,700.0,DOMESTIC,"According to the complainant, on 2-25-20 at 8:20 AM, while in the confines of the 7th District, their spouse, an off-duty officer, physically abused their minor child. The complainant states they have an audio recording of the incident. When the complainant confronted the officer, the officer said, DonÂ¿t tell me how to discipline my child. The complainant states that they are currently separated and will be going through a custody dispute because this is not the first time the officer assaulted their child.",02/25/2020,8:20 AM,5816,high
20-0601,2020-11-30 05:00:00+00,900.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-22-20 at 12:30 AM, they called 911 because of a frightening encounter with their spouse. The complainant states that the responding officer was rude and dismissive towards them and their situation. The complainant further states that the officer questioned them as to why they called 911 and made a sexist remark about their situation.",11/22/2020,12:30 AM,5817,medium
20-0602,2020-11-30 05:00:00+00,1400.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-24-20 at 12:04 PM, they observed an off duty officer walk their dog off of a leash, and allowed the dog to defecate on the complainants property. The complainant states the off duty officer has done this on several occasions.",11/24/2020,12:04 PM,5818,medium
20-0603,2020-11-30 05:00:00+00,,LACK OF SERVICE,"According to the complainant, on 11-26-20 at 2:55 PM, they called 911 in reference to trespassing on their property; two officers responded. After being asked by the complainant to view video footage, one of the officers entered their home without wearing a mask. The complainant states the officers made several excuses instead of taking a report and denied them a supervisor, so they called 911. A supervisor later arrived and also made excuses.",11/26/2020,2:55 PM,5819,low
18-0606,2018-12-20 05:00:00+00,3500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",12/06/2018,11:00 AM,4516,medium
18-0607,2018-12-21 05:00:00+00,3500.0,CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",12/13/2018,4:39 PM,4517,high
18-0608,2018-12-21 05:00:00+00,500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant on 07-01-18 at 4:00am, a false accident report was prepared by an officer assigned to the 5th District.",07/01/2018,4:00 AM,4518,medium
18-0609,2018-12-21 05:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant on 11-21-18 at 1:25am, an incorrect accident report was prepared by an officer assigned to the 6th District.",11/21/2018,1:25 AM,4519,medium
18-0610,2018-12-26 05:00:00+00,1900.0,LACK OF SERVICE,"According to the complainant, on 11-21-18 at 6:00pm, they did not receive proper service from officers assigned to the 19th District.",11/21/2018,6:00 PM,4520,low
18-0611,2018-12-21 05:00:00+00,1500.0,LACK OF SERVICE,"According to the complainant, on 11-13-18 at 1:30pm, an officer assigned to the Traffic District, failed to properly investigate and prepared a false accident report.",11/13/2018,1:30 PM,4521,low
18-0612,2018-12-27 05:00:00+00,700.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",12/18/2018,1:00 PM,4522,medium
18-0613,2018-12-31 05:00:00+00,3500.0,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-21-18 at 2:30pm, they were improperly issued a ticket by a lieutenant and officer assigned to the 35th District.",12/21/2018,2:30 PM,4523,low
18-0614,2018-12-31 05:00:00+00,700.0,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-20-18 at 11:19am, they did not receive proper service from officers assigned to the 7th District.",12/20/2018,11:19 AM,4524,low
18-0615,2018-12-27 05:00:00+00,800.0,LACK OF SERVICE,"According to the complainant, sometime in February 2018, they did not receive proper service from an officer assigned to the 8th District.",,,4525,low
18-0616,2018-12-28 05:00:00+00,1900.0,VERBAL ABUSE,"According to the complainant, on 12-24-18 at 8:24pm, they were harassed and verbally abused by officers assigned to the 19th District.",12/24/2018,8:24 PM,4526,medium
18-0617,2018-12-28 05:00:00+00,900.0,LACK OF SERVICE,"According to the complainant, in October 2018, they did not receive proper service from a detective assigned to Central Detective Division.",,,4527,low
18-0618,2018-12-28 05:00:00+00,1900.0,LACK OF SERVICE,"According to the complainant, on 9-2-18, they did not receive proper service from officers assigned to the 19th District.",09/02/2018,,4528,low
18-0619,2018-12-28 05:00:00+00,100.0,PHYSICAL ABUSE,"According to the complainant, on 11-1-18 at 6:50pm, they were threatened with a weapon, verbally abused and improperly stopped by an officer assigned to the Traffic District.",11/01/2018,6:50 PM,4529,high
18-0620,2018-12-31 05:00:00+00,1400.0,VERBAL ABUSE,"According to the complainant, on 12-28-18 at 8:30pm, they were verbally abused and falsely detained by officers assigned to the 14th District.",12/28/2018,8:30 PM,4530,medium
18-0621,2018-12-31 05:00:00+00,2500.0,HARASSMENT,"According to the complainants, on 12-27-18 at 8:40pm, they were harassed and their vehicle was illegally searched by officers assigned to the 17th District.",12/27/2018,8:40 PM,4531,high
18-0622,2018-12-31 05:00:00+00,3500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant on 12-26-18, their vehicle was illegally searched by an officer assigned to the 35th District.",12/26/2018,,4532,medium
18-0623,2018-12-31 05:00:00+00,2200.0,LACK OF SERVICE,"According to the complainant on 12-23-18, they did not receive proper service and an inaccurate report was prepared by officers assigned to the 22nd District.",12/23/2018,,4533,low
18-0624,2018-12-31 05:00:00+00,1800.0,PHYSICAL ABUSE,"According to the complaint on 12-01-18, they were stopped and falsely detained by officers assigned to the 18th District.",12/01/2018,,4534,high
19-0001,2019-01-07 05:00:00+00,1800.0,CRIMINAL ALLEGATION,"According to the complainant, on 1-2-19, at 2:20 pm, an off-duty officer assigned to the 18th District left the scene of an auto accident.",01/02/2019,2:20 PM,4535,high
19-0002,2019-01-07 05:00:00+00,200.0,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 2-7-13, an officer assigned to the Narcotics Field Unit, falsified information causing his arrest and conviction.",02/07/2013,,4536,low
19-0003,2019-01-07 05:00:00+00,3900.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-31-18 at 4:00 pm, they were threatened and treated unprofessionally by officers assigned to the 39th District.",12/31/2018,4:00 PM,4537,medium
19-0004,2019-01-07 05:00:00+00,1800.0,VERBAL ABUSE,"According to the complainant, on 1-1-19 at 1:01am, they were verbally abused by an officer assigned to the 18th District.",01/01/2019,1:01 AM,4538,medium
19-0005,2019-01-08 05:00:00+00,7700.0,VERBAL ABUSE,"According to the complainant, on 1-3-19 at 8:45 pm, they were verbally abused and threatened by an officer assigned to the Airport Unit.",01/03/2019,8:45 PM,4539,medium
19-0006,2019-01-10 05:00:00+00,600.0,LACK OF SERVICE,"According to the complainant, in April 2017, they did not receive proper service from a detective assigned to the Homicide Unit.",,,4540,low
19-0008,2019-01-10 05:00:00+00,200.0,VERBAL ABUSE,"According to the complainant, on 11-27-18 at 4:00 pm, they were verbally abused by an officer assigned to the 2nd District.",11/27/2018,4:00 PM,4542,medium
19-0009,2019-01-11 05:00:00+00,2200.0,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 12-26-18 at 11:43am, they were verbally abused by an officer assigned to Highway Patrol.",12/26/2018,11:43 AM,4543,low
19-0010,2019-01-11 05:00:00+00,3900.0,VERBAL ABUSE,"According to the complainant, on 01-07-19 at 1:54pm, they were verbally abused by an officer assigned to the 39th District.",01/07/2019,1:54 PM,4544,medium
19-0011,2019-01-14 05:00:00+00,1400.0,PHYSICAL ABUSE,"According to the complainant, on 1-9-19 at 8:30 pm, they were physically abused by officers assigned to the 14th District.",01/09/2019,8:30 PM,4545,high
19-0012,2019-01-14 05:00:00+00,2500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-9-19, they did not receive proper service from two sergeants assigned to the 25th District.",01/09/2019,,4546,medium
19-0013,2019-01-14 05:00:00+00,7700.0,NON-INVESTIGATORY INCIDENT,"According to the complainant, they were verbally abused by an officer assigned to the Airport Unit.",,,4547,low
19-0014,2019-01-15 05:00:00+00,1800.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-12-19 at 9:00 pm, they were falsely arrested by an officer assigned to the 18th District.",01/12/2019,9:00 PM,4548,medium
19-0015,2019-01-15 05:00:00+00,200.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, sometime in 2018,their home was improperly searched and damaged by officers assigned to the 15th District.",,,4549,medium
19-0016,2019-01-16 05:00:00+00,1800.0,LACK OF SERVICE,"According to the complainant, on 8-21-18 at 1:00 pm, they did not receive proper service from officers assigned to the 18th District.",08/21/2018,1:00 PM,4550,low
19-0384,2019-08-09 04:00:00+00,2600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-1-19 at 3:00 AM, officers assigned to the 26th District failed to follow departmental policies.",06/01/2019,3:00 AM,4918,medium
19-0385,2019-08-09 04:00:00+00,1400.0,LACK OF SERVICE,"According to the complainant, on 7-20-19 at 1:50 AM, they did not receive proper service from an officer assigned to the 14th District.",07/20/2019,1:50 AM,4919,low
19-0386,2019-08-12 04:00:00+00,1900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 5:33 PM, their property was not returned by officers while in the confines of the 19th District.",08/03/2019,5:33 PM,4920,medium
19-0387,2019-08-08 04:00:00+00,200.0,CRIMINAL ALLEGATION,"According to the complainant, on 8-7-19 at 6:40 AM, they were threatened and verbally abused by a civilian Police Department employee while in the confines of the 2nd District.",08/07/2019,6:40 AM,4921,high
19-0388,2019-08-12 04:00:00+00,2600.0,PHYSICAL ABUSE,"According to the complainant, on 4-7-14, they did not receive proper service and were physically abused by unknown officers while in the confines of the 22nd District.",04/07/2014,,4922,high
19-0389,2019-08-12 04:00:00+00,900.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-7-19 at 8:51 AM, they were treated unprofessionally by an officer assigned to the Traffic Unit while in the confines of the 9th District.",08/07/2019,8:51 AM,4923,medium
19-0390,2019-08-13 04:00:00+00,1900.0,VERBAL ABUSE,"According to the complainant, on 8-2-19 at 1:00 PM, they were verbally abused by a supervisor while in the confines of the 19th District.",08/02/2019,1:00 PM,4924,medium
